sequence,kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages,filename,relative_path,downloaded_url,downloaded_source,content_type,bytes,sha256,status,error
581,decorative_item,Wooden pillar (lower),木柱（下）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/wooden-pillar-lower.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/woodenpillar%28lower%29.webp,wooden-pillar-lower,Blocks,,woodenpillar(lower),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,581-wooden-pillar-lower.png,assets/pokopia_image_sources/decorative_item_portraits/581-wooden-pillar-lower.png,https://pokopiadex.com/images/items/crafting_ui/wooden-pillar-lower.png,pokopiadex_items,image/png,109019,cde6274abf071dd62a9e68edaa04a69faef767bed1dd8dd80b24bd0ddf50e79c,ok,
582,decorative_item,Wooden pillar (middle),木柱（中）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/wooden-pillar-middle.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/woodenpillar%28middle%29.webp,wooden-pillar-middle,Blocks,,woodenpillar(middle),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,582-wooden-pillar-middle.png,assets/pokopia_image_sources/decorative_item_portraits/582-wooden-pillar-middle.png,https://pokopiadex.com/images/items/crafting_ui/wooden-pillar-middle.png,pokopiadex_items,image/png,104527,7bc4cc90065d49df4b417cf18171cfb5bdcbf4d56f2d945bde438403d609bad7,ok,
583,decorative_item,Wooden pillar (upper),木柱（上）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/wooden-pillar-upper.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/woodenpillar%28upper%29.webp,wooden-pillar-upper,Blocks,,woodenpillar(upper),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,583-wooden-pillar-upper.png,assets/pokopia_image_sources/decorative_item_portraits/583-wooden-pillar-upper.png,https://pokopiadex.com/images/items/crafting_ui/wooden-pillar-upper.png,pokopiadex_items,image/png,113792,681cd681912885ea70bff8e73685cd4d85d1284efaea94b764cd956f50963412,ok,
584,decorative_item,Wooden stool,木凳,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/wooden-stool.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/woodenstool.webp,wooden-stool,Furniture,Relaxation,woodenstool,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,584-wooden-stool.png,assets/pokopia_image_sources/decorative_item_portraits/584-wooden-stool.png,https://pokopiadex.com/images/items/crafting_ui/wooden-stool.png,pokopiadex_items,image/png,100656,d124f21899e4c918091889748a3ca17476b24aa12951bf2b02298a0ab41ef495,ok,
585,decorative_item,Wooden table,木桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/shop_ui/wooden-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/woodentable.webp,wooden-table,Furniture,,woodentable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,585-wooden-table.png,assets/pokopia_image_sources/decorative_item_portraits/585-wooden-table.png,https://pokopiadex.com/images/items/shop_ui/wooden-table.png,pokopiadex_items,image/png,124875,5aeb5171a3ee401895f342c7672a2372d3c1a3bad4808d11d3a1a9853c77d9e5,ok,
586,decorative_item,Wooden wall,木墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/wooden-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/woodenwall.webp,wooden-wall,Blocks,,woodenwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,586-wooden-wall.png,assets/pokopia_image_sources/decorative_item_portraits/586-wooden-wall.png,https://pokopiadex.com/images/items/crafting_ui/wooden-wall.png,pokopiadex_items,image/png,112612,094d2ce093d3ed07b04fafcb79f9790257c270dbdd7017ee7b1a0bf9bd9620ca,ok,
587,decorative_item,Worn wooden crate,破旧木箱,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/worn-wooden-crate.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/wornwoodencrate.webp,worn-wooden-crate,Outdoor,Decoration,wornwoodencrate,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,587-worn-wooden-crate.png,assets/pokopia_image_sources/decorative_item_portraits/587-worn-wooden-crate.png,https://pokopiadex.com/images/items/item_ui/worn-wooden-crate.png,pokopiadex_items,image/png,124776,630139e5ca1efb64552357d4c9ae1e4c6c8f833c30ba207c0be836029f8f5941,ok,
588,decorative_item,Woven carpeting,编织地毯,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/woven-carpeting.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/wovencarpeting.webp,woven-carpeting,Blocks,Road,wovencarpeting,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,588-woven-carpeting.png,assets/pokopia_image_sources/decorative_item_portraits/588-woven-carpeting.png,https://pokopiadex.com/images/items/crafting_ui/woven-carpeting.png,pokopiadex_items,image/png,126841,4f42b210cc2724052eb965360e4279e7a4b598c1e1c7194871be39e81d0d8b82,ok,
589,decorative_item,Wreath,花环,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/wreath.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/wreath.webp,wreath,Misc.,Decoration,wreath,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,589-wreath.png,assets/pokopia_image_sources/decorative_item_portraits/589-wreath.png,https://pokopiadex.com/images/items/crafting_ui/wreath.png,pokopiadex_items,image/png,201017,a22c9179fb5912e8f8a21f1e88a325d4988198bcc849c364e6835575b321fa16,ok,
590,decorative_item,Yellow meteor lamp,黄色流星灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/yellow-meteor-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/yellowmeteorlamp.webp,yellow-meteor-lamp,Utilities,Decoration,yellowmeteorlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,590-yellow-meteor-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/590-yellow-meteor-lamp.png,https://pokopiadex.com/images/items/item_ui/yellow-meteor-lamp.png,pokopiadex_items,image/png,33120,1200dc53aae7d481561c610b99f6d52343ee331129610b30e2f090d87e4bd207,ok,
591,decorative_item,Yellow rock,黄色岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/yellow-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/yellowrock.webp,yellow-rock,Blocks,,yellowrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,591-yellow-rock.png,assets/pokopia_image_sources/decorative_item_portraits/591-yellow-rock.png,https://pokopiadex.com/images/items/item_ui/yellow-rock.png,pokopiadex_items,image/png,28718,9ce85202072deba479a8d7efdfbb8a1187f9b63f93c416ae4586e3b37290fdaf,ok,
592,decorative_item,Zig-zag print,Z字形花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/zig-zag-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/zig-zagprint.webp,zig-zag-print,Blocks,,zig-zagprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,592-zig-zag-print.png,assets/pokopia_image_sources/decorative_item_portraits/592-zig-zag-print.png,https://pokopiadex.com/images/items/item_ui/zig-zag-print.png,pokopiadex_items,image/png,48404,1c6254943b4c865e497ff81f8149e47d5d914c3eae21466fbb22c53fc0090fb7,ok,
593,decorative_item,Armor fragment,铠甲碎片,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/armor-fragment.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/armorfragment.webp,armor-fragment,Materials,,armorfragment,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,593-armor-fragment.png,assets/pokopia_image_sources/decorative_item_portraits/593-armor-fragment.png,https://pokopiadex.com/images/items/item_ui/armor-fragment.png,pokopiadex_items,image/png,17763,f1e67a34ed9c80f9349d1e5648a6f696a22a725173bcd40842db3e0a5b4a2583,ok,
594,decorative_item,Aspear Berry,木子果,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/aspear-berry.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/aspearberry.webp,aspear-berry,Food,Food,aspearberry,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,594-aspear-berry.png,assets/pokopia_image_sources/decorative_item_portraits/594-aspear-berry.png,https://pokopiadex.com/images/items/item_ui/aspear-berry.png,pokopiadex_items,image/png,27202,02b17c648d12fd1c391370250babd3b16fb4b96c835121e44fe667fcd604fbb8,ok,
595,decorative_item,Bean,豆子,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/bean.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bean.webp,bean,Food,Food,bean,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,595-bean.png,assets/pokopia_image_sources/decorative_item_portraits/595-bean.png,https://pokopiadex.com/images/items/item_ui/bean.png,pokopiadex_items,image/png,114702,3f1d910a305b726e20002c71e7b8768535d851b3f275b53322aa53fe42d7cb33,ok,
596,decorative_item,Bitter hamburger steak,成熟滋味汉堡排,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/bitter-hamburger-steak.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bitterhamburgersteak.webp,bitter-hamburger-steak,Food,Food,bitterhamburgersteak,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,596-bitter-hamburger-steak.png,assets/pokopia_image_sources/decorative_item_portraits/596-bitter-hamburger-steak.png,https://pokopiadex.com/images/items/item_ui/bitter-hamburger-steak.png,pokopiadex_items,image/png,132048,9bf9704aa51b5713fa68dbbdb8ac78a425e2f4931e349d7367a362f391e3b680,ok,
597,decorative_item,Black paint,黑色颜料,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/black-paint.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackpaint.webp,black-paint,Materials,,blackpaint,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,597-black-paint.png,assets/pokopia_image_sources/decorative_item_portraits/597-black-paint.png,https://pokopiadex.com/images/items/item_ui/black-paint.png,pokopiadex_items,image/png,24790,f4301c83f5ab56fa0d4fd45ac9053aa5f65f47b62e4972d948f0ffc281406f38,ok,
598,decorative_item,Blue paint,蓝色颜料,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/blue-paint.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bluepaint.webp,blue-paint,Materials,,bluepaint,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,598-blue-paint.png,assets/pokopia_image_sources/decorative_item_portraits/598-blue-paint.png,https://pokopiadex.com/images/items/item_ui/blue-paint.png,pokopiadex_items,image/png,31806,0fdfb7bcd72e25a13ecc838fc57061f9e4c1a028d7e874b82ad5bc349bbdf1f3,ok,
599,decorative_item,Bread bowl,热腾腾的浓汤面包,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/bread-bowl.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/breadbowl.webp,bread-bowl,Food,Food,breadbowl,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,599-bread-bowl.png,assets/pokopia_image_sources/decorative_item_portraits/599-bread-bowl.png,https://pokopiadex.com/images/items/item_ui/bread-bowl.png,pokopiadex_items,image/png,33984,14e01958c889ce68ed038cc8d9a2a450840496461cc6005368ee525c430353dd,ok,
600,decorative_item,Carrot bread,胡萝卜面包,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/carrot-bread.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/carrotbread.webp,carrot-bread,Food,Food,carrotbread,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,600-carrot-bread.png,assets/pokopia_image_sources/decorative_item_portraits/600-carrot-bread.png,https://pokopiadex.com/images/items/item_ui/carrot-bread.png,pokopiadex_items,image/png,115719,738d28663799bb65578125918759dbae4194e25e58247daffe6fa6f7ee4e9f20,ok,
601,decorative_item,Cave mushrooms,成熟的蘑菇,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/dream_ui/cave-mushrooms.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cavemushrooms.webp,cave-mushrooms,Food,Food,cavemushrooms,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,601-cave-mushrooms.png,assets/pokopia_image_sources/decorative_item_portraits/601-cave-mushrooms.png,https://pokopiadex.com/images/items/dream_ui/cave-mushrooms.png,pokopiadex_items,image/png,167032,bf3a583c3b8df07d47f2367034db1cf8f1d2f856026ad03964219b636af0a0eb,ok,
602,decorative_item,Chesto Berry,零余果,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/chesto-berry.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/chestoberry.webp,chesto-berry,Food,Food,chestoberry,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,602-chesto-berry.png,assets/pokopia_image_sources/decorative_item_portraits/602-chesto-berry.png,https://pokopiadex.com/images/items/item_ui/chesto-berry.png,pokopiadex_items,image/png,25741,f3ff710846e665981d893d22cc1990dabcabd6eee2a3dbe01c2a58f66fb372ef,ok,
603,decorative_item,Chili sauce,辣酱,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/chili-sauce.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/chilisauce.webp,chili-sauce,Food,Food,chilisauce,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,603-chili-sauce.png,assets/pokopia_image_sources/decorative_item_portraits/603-chili-sauce.png,https://pokopiadex.com/images/items/item_ui/chili-sauce.png,pokopiadex_items,image/png,25479,07b1ba244db370bd94208ec82e9490a69d119c5c8b0d0f16c03c7335df97847d,ok,
604,decorative_item,Common candy,普通糖果,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/common-candy.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/commoncandy.webp,common-candy,Food,Food,commoncandy,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,604-common-candy.png,assets/pokopia_image_sources/decorative_item_portraits/604-common-candy.png,https://pokopiadex.com/images/items/item_ui/common-candy.png,pokopiadex_items,image/png,20845,840d81435c7d730387f4bb105f5fe692e44ac4cea867559ab8c82c9a75ab114a,ok,
605,decorative_item,Copper ingot,铜锭,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/copper-ingot.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/copperingot.webp,copper-ingot,Materials,,copperingot,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,605-copper-ingot.png,assets/pokopia_image_sources/decorative_item_portraits/605-copper-ingot.png,https://pokopiadex.com/images/items/item_ui/copper-ingot.png,pokopiadex_items,image/png,96186,cc6c6777b826ffff3caeecf90a7211e285949ec2037d5771397cd23482196872,ok,
606,decorative_item,Copper ore,铜矿石,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/dream_ui/copper-ore.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/copperore.webp,copper-ore,Materials,,copperore,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,606-copper-ore.png,assets/pokopia_image_sources/decorative_item_portraits/606-copper-ore.png,https://pokopiadex.com/images/items/dream_ui/copper-ore.png,pokopiadex_items,image/png,196106,d6c1f975d55160be12f0c66380999484e82e7d6e02dfb6eba2362f6694e5a79b,ok,
607,decorative_item,Cotton spores,棉花孢子,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/cotton-spores.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cottonspores.webp,cotton-spores,Materials,,cottonspores,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,607-cotton-spores.png,assets/pokopia_image_sources/decorative_item_portraits/607-cotton-spores.png,https://pokopiadex.com/images/items/item_ui/cotton-spores.png,pokopiadex_items,image/png,92816,2611580fa798c0946716618bf9957d840b9fbcefcee4e8908c651b2085f692fe,ok,
608,decorative_item,Crouton salad,面包丁沙拉,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/crouton-salad.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/croutonsalad.webp,crouton-salad,Food,Food,croutonsalad,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,608-crouton-salad.png,assets/pokopia_image_sources/decorative_item_portraits/608-crouton-salad.png,https://pokopiadex.com/images/items/item_ui/crouton-salad.png,pokopiadex_items,image/png,183152,617682abd50a83be6a2676142d2cbaf60b057325880f255da53f8a626553b2e6,ok,
609,decorative_item,Crushed-berry salad,捣捣沙拉,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/crushed-berry-salad.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/crushed-berrysalad.webp,crushed-berry-salad,Food,Food,crushed-berrysalad,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,609-crushed-berry-salad.png,assets/pokopia_image_sources/decorative_item_portraits/609-crushed-berry-salad.png,https://pokopiadex.com/images/items/item_ui/crushed-berry-salad.png,pokopiadex_items,image/png,33823,11c1c911386abdf64290cb0f17bd82bb02ebe597fb2dbd5e653400632f9fe37c,ok,
610,decorative_item,Crystal fragment,水晶碎片,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/crystal-fragment.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/crystalfragment.webp,crystal-fragment,Materials,,crystalfragment,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,610-crystal-fragment.png,assets/pokopia_image_sources/decorative_item_portraits/610-crystal-fragment.png,https://pokopiadex.com/images/items/item_ui/crystal-fragment.png,pokopiadex_items,image/png,99859,ba2be5218128d48d9981985a34b8d79c0724a27e865d080091601c4f793954e4,ok,
611,decorative_item,Curry and rice,咖喱饭,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/curry-and-rice.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/curryandrice.webp,curry-and-rice,Food,Food,curryandrice,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,611-curry-and-rice.png,assets/pokopia_image_sources/decorative_item_portraits/611-curry-and-rice.png,https://pokopiadex.com/images/items/item_ui/curry-and-rice.png,pokopiadex_items,image/png,30306,c7f45e7e570e54cb854d07a099b1928ad2cf23c36057faf10c8b4c3706a5b23e,ok,
612,decorative_item,Cyan paint,青色颜料,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/cyan-paint.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cyanpaint.webp,cyan-paint,Materials,,cyanpaint,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,612-cyan-paint.png,assets/pokopia_image_sources/decorative_item_portraits/612-cyan-paint.png,https://pokopiadex.com/images/items/item_ui/cyan-paint.png,pokopiadex_items,image/png,32112,f0ab43b66a6d93d2b9d020418f300e0bb28b350cc8d422de3c50a2b12e81836f,ok,
613,decorative_item,Electrifying soup,电电汤,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/electrifying-soup.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/electrifyingsoup.webp,electrifying-soup,Food,Food,electrifyingsoup,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,613-electrifying-soup.png,assets/pokopia_image_sources/decorative_item_portraits/613-electrifying-soup.png,https://pokopiadex.com/images/items/item_ui/electrifying-soup.png,pokopiadex_items,image/png,37384,40f0d1031d3e9b1fb1c9da465e8d1bd6829f2e16612a127df13ec117c5a210c8,ok,
614,decorative_item,Flavorful soup,多滋汤,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/flavorful-soup.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flavorfulsoup.webp,flavorful-soup,Food,Food,flavorfulsoup,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,614-flavorful-soup.png,assets/pokopia_image_sources/decorative_item_portraits/614-flavorful-soup.png,https://pokopiadex.com/images/items/item_ui/flavorful-soup.png,pokopiadex_items,image/png,35791,dee8f550e98a4edb274664bf62510962e35117ae24de7aeda7f95dca49281ab1,ok,
615,decorative_item,Fluff,绒毛,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/fluff.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fluff.webp,fluff,Materials,,fluff,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,615-fluff.png,assets/pokopia_image_sources/decorative_item_portraits/615-fluff.png,https://pokopiadex.com/images/items/item_ui/fluff.png,pokopiadex_items,image/png,21885,1c524ab856f2cdd278bc45cba3a4dca58e6bc2c9b3c7062a94d1df7a373f3046,ok,
616,decorative_item,Fluffy bread,松软面包,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/fluffy-bread.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fluffybread.webp,fluffy-bread,Food,Food,fluffybread,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,616-fluffy-bread.png,assets/pokopia_image_sources/decorative_item_portraits/616-fluffy-bread.png,https://pokopiadex.com/images/items/item_ui/fluffy-bread.png,pokopiadex_items,image/png,26983,dbbe7aacac48344ec471f78179f40a6d05e24868d2be1f3d3966f6bc2caf798f,ok,
617,decorative_item,Fresh carrot,成熟的胡萝卜,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/fresh-carrot.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/freshcarrot.webp,fresh-carrot,Food,Food,freshcarrot,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,617-fresh-carrot.png,assets/pokopia_image_sources/decorative_item_portraits/617-fresh-carrot.png,https://pokopiadex.com/images/items/item_ui/fresh-carrot.png,pokopiadex_items,image/png,92685,9a0dbf11a99443bbfeb8a0f22f554073f805ccf5f4913e050b1820bba91a92c5,ok,
618,decorative_item,Glass,玻璃,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/glass.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/glass.webp,glass,Materials,,glass,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,618-glass.png,assets/pokopia_image_sources/decorative_item_portraits/618-glass.png,https://pokopiadex.com/images/items/item_ui/glass.png,pokopiadex_items,image/png,16084,6ab05fd1aab817952c79ee3d550e502df1eadf77ef80b854f5beb6f5522968b4,ok,
619,decorative_item,Gold ingot,金锭,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/gold-ingot.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/goldingot.webp,gold-ingot,Materials,,goldingot,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,619-gold-ingot.png,assets/pokopia_image_sources/decorative_item_portraits/619-gold-ingot.png,https://pokopiadex.com/images/items/item_ui/gold-ingot.png,pokopiadex_items,image/png,100614,3f230b5e66f27f372168cf7ee9130d42cd03850f125a0e307937fa9803fb15fb,ok,
620,decorative_item,Gold ore,金矿,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/dream_ui/gold-ore.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/goldore.webp,gold-ore,Materials,,goldore,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,620-gold-ore.png,assets/pokopia_image_sources/decorative_item_portraits/620-gold-ore.png,https://pokopiadex.com/images/items/dream_ui/gold-ore.png,pokopiadex_items,image/png,124663,b67bbae500183d2bf00af3016a1cd0129f35ef33e70460d9d74420ac31b3f71d,ok,
621,decorative_item,Green paint,绿色颜料,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/green-paint.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/greenpaint.webp,green-paint,Materials,,greenpaint,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,621-green-paint.png,assets/pokopia_image_sources/decorative_item_portraits/621-green-paint.png,https://pokopiadex.com/images/items/item_ui/green-paint.png,pokopiadex_items,image/png,32146,6daff76b1553d78fb0c3b5821c9300266ba9a588d1f0f842de7474b06933e38f,ok,
622,decorative_item,Healthy soup,药膳汤,Food,Food,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/healthy-soup.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/healthysoup.webp,healthy-soup,Food,Food,healthysoup,Food,Food,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,622-healthy-soup.png,assets/pokopia_image_sources/decorative_item_portraits/622-healthy-soup.png,https://pokopiadex.com/images/items/item_ui/healthy-soup.png,pokopiadex_items,image/png,178861,ccc6f6819119f0de4cf50def158854a978dce8744de53a0aa76ae9cde2cd5b1e,ok,
623,decorative_item,Iron ingot,铁锭,Materials,,pokopiadex_placeable_food_or_material_favorite_category_ids,https://pokopiadex.com/images/items/item_ui/iron-ingot.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/ironingot.webp,iron-ingot,Materials,,ironingot,Materials,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,623-iron-ingot.png,assets/pokopia_image_sources/decorative_item_portraits/623-iron-ingot.png,https://pokopiadex.com/images/items/item_ui/iron-ingot.png,pokopiadex_items,image/png,90643,26dea997ab5b7fd0aa9d87f8ea949a2c332dccb96d7d83ab8e4fd6254c8ea36f,ok,
