sequence,kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source,filename,relative_path,downloaded_url,content_type,bytes,sha256,status,error
0938,placeable_item,1152,Paint balloon (purple),paint-balloon-purple,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,12,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-purple.png,[],https://pokopiadex.com/items/paint-balloon-purple,pokopiadex_items_in_collection,0938-paint-balloon-purple.png,assets/pokopia_image_sources/item_portraits/0938-paint-balloon-purple.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-purple.png,image/png,96897,646956287a0e831c76ff905ee65d1f2d78b764c672ff492a82fde6765143b024,ok,
0939,placeable_item,1143,Paint balloon (brown),paint-balloon-brown,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,13,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-brown.png,[],https://pokopiadex.com/items/paint-balloon-brown,pokopiadex_items_in_collection,0939-paint-balloon-brown.png,assets/pokopia_image_sources/item_portraits/0939-paint-balloon-brown.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-brown.png,image/png,96392,2a5d5e73f7e28a94f8a7392ee35c4c51f8721aafde4ce8c310aa1e744a0498a6,ok,
0940,placeable_item,1140,Paint balloon (beige),paint-balloon-beige,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,14,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-beige.png,[],https://pokopiadex.com/items/paint-balloon-beige,pokopiadex_items_in_collection,0940-paint-balloon-beige.png,assets/pokopia_image_sources/item_portraits/0940-paint-balloon-beige.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-beige.png,image/png,92787,785543fbf707c8fcc3f481762497c091615fccef46cfa6eb467e49e2df2f90b3,ok,
0941,placeable_item,1141,Paint balloon (black),paint-balloon-black,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,15,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-black.png,[],https://pokopiadex.com/items/paint-balloon-black,pokopiadex_items_in_collection,0941-paint-balloon-black.png,assets/pokopia_image_sources/item_portraits/0941-paint-balloon-black.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-black.png,image/png,93326,365ba6c7c0d8ea4b7a8d46bfd35d8ba116da77b8caf1e19c80db3319cb5dce8a,ok,
0942,placeable_item,1147,Paint balloon (lime),paint-balloon-lime,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,16,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-lime.png,[],https://pokopiadex.com/items/paint-balloon-lime,pokopiadex_items_in_collection,0942-paint-balloon-lime.png,assets/pokopia_image_sources/item_portraits/0942-paint-balloon-lime.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-lime.png,image/png,99345,3bc446a16bf7772aeed0fecae9583509fafc3e13f0d66576fa6f1f43bfe7676c,ok,
0943,placeable_item,1151,Paint balloon (plum),paint-balloon-plum,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,17,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-plum.png,[],https://pokopiadex.com/items/paint-balloon-plum,pokopiadex_items_in_collection,0943-paint-balloon-plum.png,assets/pokopia_image_sources/item_portraits/0943-paint-balloon-plum.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-plum.png,image/png,95344,05fedcc0774493369e2628a749eac2bea8aa9155a54025edf2f477128275edef,ok,
0944,placeable_item,1148,Paint balloon (navy),paint-balloon-navy,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,18,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-navy.png,[],https://pokopiadex.com/items/paint-balloon-navy,pokopiadex_items_in_collection,0944-paint-balloon-navy.png,assets/pokopia_image_sources/item_portraits/0944-paint-balloon-navy.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-navy.png,image/png,95029,746afc13087149bb541199fdea83d99fb531e5e6d0efdc9d6e08bf3ccf15aa91,ok,
0945,placeable_item,1142,Paint balloon (blue),paint-balloon-blue,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,19,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-blue.png,[],https://pokopiadex.com/items/paint-balloon-blue,pokopiadex_items_in_collection,0945-paint-balloon-blue.png,assets/pokopia_image_sources/item_portraits/0945-paint-balloon-blue.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-blue.png,image/png,96540,60a6b6ea291a08e5e77ee7e45c963295fc1c528a1fa6acbb9012923596e1e33d,ok,
0946,placeable_item,1144,Paint balloon (cyan),paint-balloon-cyan,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,20,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-cyan.png,[],https://pokopiadex.com/items/paint-balloon-cyan,pokopiadex_items_in_collection,0946-paint-balloon-cyan.png,assets/pokopia_image_sources/item_portraits/0946-paint-balloon-cyan.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-cyan.png,image/png,99399,474ac9af14fc23419ea0f3204b96ae157d6e8ea693fe9016e77f491f8366c5a1,ok,
0947,placeable_item,1145,Paint balloon (gray),paint-balloon-gray,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,21,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-gray.png,[],https://pokopiadex.com/items/paint-balloon-gray,pokopiadex_items_in_collection,0947-paint-balloon-gray.png,assets/pokopia_image_sources/item_portraits/0947-paint-balloon-gray.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-gray.png,image/png,93736,90aa6a69da8d7d72ce614e92a304ffb2a4671ba4940040ac75bce9d623016dc3,ok,
0948,placeable_item,1139,Paint balloon (aquamarine),paint-balloon-aquamarine,A colorful balloon filled with paint. You can use it to paint items or buildings!,Other,[],[],,in-collection,,other_order,22,,,,,,,,[],"[2200,2229]",https://pokopiadex.com/images/items/crafting_ui/paint-balloon-aquamarine.png,[],https://pokopiadex.com/items/paint-balloon-aquamarine,pokopiadex_items_in_collection,0948-paint-balloon-aquamarine.png,assets/pokopia_image_sources/item_portraits/0948-paint-balloon-aquamarine.png,https://pokopiadex.com/images/items/crafting_ui/paint-balloon-aquamarine.png,image/png,101969,98b15ac2240cd9f041183fcf4851df1642b90930b3b0127b0be9519dacf410df,ok,
0949,placeable_item,1008,Firework (white),firework-white,"Load this into a cannon, light the fuse, and watch it go flying with a huge BOOM!",Other,[],[],,in-collection,,other_order,23,,,,,,,,[],[2229],https://pokopiadex.com/images/items/crafting_ui/firework-white.png,[],https://pokopiadex.com/items/firework-white,pokopiadex_items_in_collection,0949-firework-white.png,assets/pokopia_image_sources/item_portraits/0949-firework-white.png,https://pokopiadex.com/images/items/crafting_ui/firework-white.png,image/png,95605,8c9c496206d469a3f6b3e916370b32381c716f0a6bd1ff049ba22442f5504b38,ok,
0950,placeable_item,1007,Firework (red),firework-red,"Load this into a cannon, light the fuse, and watch it go flying with a huge BOOM!",Other,[],[],,in-collection,,other_order,24,,,,,,,,[],[2229],https://pokopiadex.com/images/items/crafting_ui/firework-red.png,[],https://pokopiadex.com/items/firework-red,pokopiadex_items_in_collection,0950-firework-red.png,assets/pokopia_image_sources/item_portraits/0950-firework-red.png,https://pokopiadex.com/images/items/crafting_ui/firework-red.png,image/png,103010,936a728ebcafd677322b5776e052bca0fef63049bfb205cbc3f96514a23f7102,ok,
0951,placeable_item,1006,Firework (green),firework-green,"Load this into a cannon, light the fuse, and watch it go flying with a huge BOOM!",Other,[],[],,in-collection,,other_order,25,,,,,,,,[],[2229],https://pokopiadex.com/images/items/crafting_ui/firework-green.png,[],https://pokopiadex.com/items/firework-green,pokopiadex_items_in_collection,0951-firework-green.png,assets/pokopia_image_sources/item_portraits/0951-firework-green.png,https://pokopiadex.com/images/items/crafting_ui/firework-green.png,image/png,102381,d9554ec241cc4ac72faea2289659dd03ec42a48c92d68bc5c37db67fd871a5b8,ok,
0952,placeable_item,1009,Firework (yellow),firework-yellow,"Load this into a cannon, light the fuse, and watch it go flying with a huge BOOM!",Other,[],[],,in-collection,,other_order,26,,,,,,,,[],[2229],https://pokopiadex.com/images/items/crafting_ui/firework-yellow.png,[],https://pokopiadex.com/items/firework-yellow,pokopiadex_items_in_collection,0952-firework-yellow.png,assets/pokopia_image_sources/item_portraits/0952-firework-yellow.png,https://pokopiadex.com/images/items/crafting_ui/firework-yellow.png,image/png,98488,4bae6eb24a9d321bf6d06c24f9cd63f8d257948a7a2777d50387ac380ce7e3ce,ok,
0953,placeable_item,995,Firework (blue),firework-blue,"Load this into a cannon, light the fuse, and watch it go flying with a huge BOOM!",Other,[],[],,in-collection,,other_order,27,,,,,,,,[],[2229],https://pokopiadex.com/images/items/crafting_ui/firework-blue.png,[],https://pokopiadex.com/items/firework-blue,pokopiadex_items_in_collection,0953-firework-blue.png,assets/pokopia_image_sources/item_portraits/0953-firework-blue.png,https://pokopiadex.com/images/items/crafting_ui/firework-blue.png,image/png,99808,832d38f536ab47f691b4fddb362719cd9c71a14fe2e6c2c7d1c7ab1b8f98ee82,ok,
0954,placeable_item,2054,Stone tiling (interior),stone-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,28,,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone-tiling-interior.png,[],https://pokopiadex.com/items/stone-tiling-interior,pokopiadex_items_in_collection,0954-stone-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0954-stone-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/stone-tiling-interior.png,image/png,27275,b2fc73e7151c04fbc89220e45c1b12c1f47be9bb328aa8d8773f5f4b4d126971,ok,
0955,placeable_item,2055,Wooden wall (interior),wooden-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,29,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/wooden-wall-interior.png,[],https://pokopiadex.com/items/wooden-wall-interior,pokopiadex_items_in_collection,0955-wooden-wall-interior.png,assets/pokopia_image_sources/item_portraits/0955-wooden-wall-interior.png,https://pokopiadex.com/images/items/item_ui/wooden-wall-interior.png,image/png,34005,0f17990a41176aef62828d0b42334092bd1fde6c5828d4881979d90804255196,ok,
0956,placeable_item,2056,Stylish stone flooring (interior),stylish-stone-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,30,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/stylish-stone-flooring-interior.png,[],https://pokopiadex.com/items/stylish-stone-flooring-interior,pokopiadex_items_in_collection,0956-stylish-stone-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0956-stylish-stone-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/stylish-stone-flooring-interior.png,image/png,37200,915eaa6868bf68131240a54460427ebd9e2b89fd9285ebe52d26ea51109e32c6,ok,
0957,placeable_item,896,Wooden flooring (interior),wooden-flooring-interior,"Wallpaper that can be used in larger houses. You can apply it to walls, floors, and even ceilings.",Other,[],[],,in-collection,,other_order,31,,,,100,,,,[],[],https://pokopiadex.com/images/items/item_ui/wooden-flooring-interior.png,[],https://pokopiadex.com/items/wooden-flooring-interior,pokopiadex_items_in_collection,0957-wooden-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0957-wooden-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/wooden-flooring-interior.png,image/png,40400,36f0b0501c6b7787615e5d13cb9581139e20fa98af78698b2fe91276b70f861a,ok,
0958,placeable_item,2058,Fluffy flooring (interior),fluffy-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,32,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/fluffy-flooring-interior.png,[],https://pokopiadex.com/items/fluffy-flooring-interior,pokopiadex_items_in_collection,0958-fluffy-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0958-fluffy-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/fluffy-flooring-interior.png,image/png,36124,e47c5cdef1c9096dd4fc4a2db84e0ae73418a0d16d69d0cf448bbee5d52f821f,ok,
0959,placeable_item,2059,Arched tiling (interior),arched-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,33,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/arched-tiling-interior.png,[],https://pokopiadex.com/items/arched-tiling-interior,pokopiadex_items_in_collection,0959-arched-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0959-arched-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/arched-tiling-interior.png,image/png,41728,420ab52af86087e14307473d26fde505b2e028d45b5d2f070432f6026cef931d,ok,
0960,placeable_item,2060,Mosaic tiling (interior),mosaic-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,34,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/mosaic-tiling-interior.png,[],https://pokopiadex.com/items/mosaic-tiling-interior,pokopiadex_items_in_collection,0960-mosaic-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0960-mosaic-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/mosaic-tiling-interior.png,image/png,38029,b7097bcff53a33fad8caeb185c91b48de7c25378270641c3972a405d94bdc2eb,ok,
0961,placeable_item,2061,Starry-sky wall (interior),starry-sky-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,35,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/starry-sky-wall-interior.png,[],https://pokopiadex.com/items/starry-sky-wall-interior,pokopiadex_items_in_collection,0961-starry-sky-wall-interior.png,assets/pokopia_image_sources/item_portraits/0961-starry-sky-wall-interior.png,https://pokopiadex.com/images/items/item_ui/starry-sky-wall-interior.png,image/png,38135,1d2f4b44b3267ae0942f8b9c9ab394e8ea822756e28adf2f6b3c48cbe1fdd8b2,ok,
0962,placeable_item,2062,Woven carpeting (interior),woven-carpeting-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,36,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/woven-carpeting-interior.png,[],https://pokopiadex.com/items/woven-carpeting-interior,pokopiadex_items_in_collection,0962-woven-carpeting-interior.png,assets/pokopia_image_sources/item_portraits/0962-woven-carpeting-interior.png,https://pokopiadex.com/images/items/item_ui/woven-carpeting-interior.png,image/png,27835,e73a4c1f9c4004081ab4c7954851237e46fdefaf56242e6177f1be00e64a27c6,ok,
0963,placeable_item,2063,Gold wall (interior),gold-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,37,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/gold-wall-interior.png,[],https://pokopiadex.com/items/gold-wall-interior,pokopiadex_items_in_collection,0963-gold-wall-interior.png,assets/pokopia_image_sources/item_portraits/0963-gold-wall-interior.png,https://pokopiadex.com/images/items/item_ui/gold-wall-interior.png,image/png,34288,903ea2d9519867903b04ce852a7b3d80f8c183aa96001af571dd168c6abb5279,ok,
0964,placeable_item,2064,Stylish gold wall (interior),stylish-gold-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,38,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/stylish-gold-wall-interior.png,[],https://pokopiadex.com/items/stylish-gold-wall-interior,pokopiadex_items_in_collection,0964-stylish-gold-wall-interior.png,assets/pokopia_image_sources/item_portraits/0964-stylish-gold-wall-interior.png,https://pokopiadex.com/images/items/item_ui/stylish-gold-wall-interior.png,image/png,47433,45bc36cccfec274f523a5058e8f23a9e15e034d4c91b6c94a28bd2ddc214a484,ok,
0965,placeable_item,2065,Patterned aged-stone wall (interior),patterned-aged-stone-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,39,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/patterned-aged-stone-wall-interior.png,[],https://pokopiadex.com/items/patterned-aged-stone-wall-interior,pokopiadex_items_in_collection,0965-patterned-aged-stone-wall-interior.png,assets/pokopia_image_sources/item_portraits/0965-patterned-aged-stone-wall-interior.png,https://pokopiadex.com/images/items/item_ui/patterned-aged-stone-wall-interior.png,image/png,31417,ede94e0e0d1685cd42698f71a4718cafb9915581e2b267d23e7c2e127c6a0226,ok,
0966,placeable_item,2066,Aged-stone wall (interior),aged-stone-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,40,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/aged-stone-wall-interior.png,[],https://pokopiadex.com/items/aged-stone-wall-interior,pokopiadex_items_in_collection,0966-aged-stone-wall-interior.png,assets/pokopia_image_sources/item_portraits/0966-aged-stone-wall-interior.png,https://pokopiadex.com/images/items/item_ui/aged-stone-wall-interior.png,image/png,38445,49089269d27cecee122c20d6f2d6d80523446e17bcdab386147851748188d699,ok,
0967,placeable_item,2067,Aged-stone flooring (interior),aged-stone-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,41,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/aged-stone-flooring-interior.png,[],https://pokopiadex.com/items/aged-stone-flooring-interior,pokopiadex_items_in_collection,0967-aged-stone-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0967-aged-stone-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/aged-stone-flooring-interior.png,image/png,31806,df3cddc4867fcdc5a51f2590a07d93122f1d6f0ec98f80f8d4ceef14486e4041,ok,
0968,placeable_item,2068,Warning wall (interior),warning-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,42,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/warning-wall-interior.png,[],https://pokopiadex.com/items/warning-wall-interior,pokopiadex_items_in_collection,0968-warning-wall-interior.png,assets/pokopia_image_sources/item_portraits/0968-warning-wall-interior.png,https://pokopiadex.com/images/items/item_ui/warning-wall-interior.png,image/png,40616,e345becc127884aa74cbcabee59bcdd0e0c9fdb673eb06baa3dc6d9700ab11ec,ok,
0969,placeable_item,2069,Crystal wall (interior),crystal-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,43,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/crystal-wall-interior.png,[],https://pokopiadex.com/items/crystal-wall-interior,pokopiadex_items_in_collection,0969-crystal-wall-interior.png,assets/pokopia_image_sources/item_portraits/0969-crystal-wall-interior.png,https://pokopiadex.com/images/items/item_ui/crystal-wall-interior.png,image/png,39141,1c8549fe534f2e096d39b9373ea5e18c06bafce5af5f08825cf665c041260d9a,ok,
0970,placeable_item,2070,Modern carpeting (interior),modern-carpeting-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,44,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/modern-carpeting-interior.png,[],https://pokopiadex.com/items/modern-carpeting-interior,pokopiadex_items_in_collection,0970-modern-carpeting-interior.png,assets/pokopia_image_sources/item_portraits/0970-modern-carpeting-interior.png,https://pokopiadex.com/images/items/item_ui/modern-carpeting-interior.png,image/png,27599,62f0b445c652b63e19c315e70b32c88b3815cfe3d6fbc64d7a93af1c65860b2a,ok,
0971,placeable_item,2071,Iron-plate flooring (interior),iron-plate-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,45,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/iron-plate-flooring-interior.png,[],https://pokopiadex.com/items/iron-plate-flooring-interior,pokopiadex_items_in_collection,0971-iron-plate-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0971-iron-plate-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/iron-plate-flooring-interior.png,image/png,29047,c14aa5be6e7f671b69800bbf77bbea641c4a195a0ce8367709cf9b73480ea828,ok,
0972,placeable_item,2072,Shop tiling (interior),shop-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,46,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/shop-tiling-interior.png,[],https://pokopiadex.com/items/shop-tiling-interior,pokopiadex_items_in_collection,0972-shop-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0972-shop-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/shop-tiling-interior.png,image/png,42746,8632f46e20f6f3195e401e7d625784d2be71e622e1336fe97d00867b6cff5514,ok,
0973,placeable_item,2073,Brick wall (interior),brick-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,47,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick-wall-interior.png,[],https://pokopiadex.com/items/brick-wall-interior,pokopiadex_items_in_collection,0973-brick-wall-interior.png,assets/pokopia_image_sources/item_portraits/0973-brick-wall-interior.png,https://pokopiadex.com/images/items/item_ui/brick-wall-interior.png,image/png,36967,fc1a6ddbb67da95718030d3ea0caeef7eb5e32a19fa1db1747d1ead57a4e8f61,ok,
0974,placeable_item,2074,Concrete wall (interior),concrete-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,48,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/concrete-wall-interior.png,[],https://pokopiadex.com/items/concrete-wall-interior,pokopiadex_items_in_collection,0974-concrete-wall-interior.png,assets/pokopia_image_sources/item_portraits/0974-concrete-wall-interior.png,https://pokopiadex.com/images/items/item_ui/concrete-wall-interior.png,image/png,27611,da76d0c0153b5c1642f569b80c9bdf9f02799ab6ea38f43f7aa8e8080c925656,ok,
0975,placeable_item,2075,Stone flooring (interior),stone-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,49,,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone-flooring-interior.png,[],https://pokopiadex.com/items/stone-flooring-interior,pokopiadex_items_in_collection,0975-stone-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0975-stone-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/stone-flooring-interior.png,image/png,39862,bc97cd8ce2fdcbca0b8b401fb77d3c62925ef8dcc31412b8a50ca591c6f4ba60,ok,
0976,placeable_item,2076,Lined-stone flooring (interior),lined-stone-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,50,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/lined-stone-flooring-interior.png,[],https://pokopiadex.com/items/lined-stone-flooring-interior,pokopiadex_items_in_collection,0976-lined-stone-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0976-lined-stone-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/lined-stone-flooring-interior.png,image/png,38559,b7f5582c41e252684d05f61e6df6e2999b0954518d8de3558bb5bddc0a7d1d43,ok,
0977,placeable_item,898,Plaster wall (interior),plaster-wall-interior,"Wallpaper that can be used in larger houses. You can apply it to walls, floors, and even ceilings.",Other,[],[],,in-collection,,other_order,51,,,,100,,,,[],[],https://pokopiadex.com/images/items/item_ui/plaster-wall-interior.png,[],https://pokopiadex.com/items/plaster-wall-interior,pokopiadex_items_in_collection,0977-plaster-wall-interior.png,assets/pokopia_image_sources/item_portraits/0977-plaster-wall-interior.png,https://pokopiadex.com/images/items/item_ui/plaster-wall-interior.png,image/png,32301,4adb129bf593b4a400a9d0005a52ec1595452a56a6cb880cb2187208e3bfd15c,ok,
0978,placeable_item,2078,Stone brick wall (interior),stone-brick-wall-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,52,,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone-brick-wall-interior.png,[],https://pokopiadex.com/items/stone-brick-wall-interior,pokopiadex_items_in_collection,0978-stone-brick-wall-interior.png,assets/pokopia_image_sources/item_portraits/0978-stone-brick-wall-interior.png,https://pokopiadex.com/images/items/item_ui/stone-brick-wall-interior.png,image/png,40784,dae58da403e3c57ba5eb4cc0721016b419a00d086f1032665ff9c6c53bd802f4,ok,
0979,placeable_item,2079,Diagonal wooden flooring (interior),diagonal-wooden-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,53,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/diagonal-wooden-flooring-interior.png,[],https://pokopiadex.com/items/diagonal-wooden-flooring-interior,pokopiadex_items_in_collection,0979-diagonal-wooden-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0979-diagonal-wooden-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/diagonal-wooden-flooring-interior.png,image/png,39739,2a515ac84223a749fe22db310ffefe51289de020e4dcad64930a1e831c8faaff,ok,
0980,placeable_item,2080,Stylish tiling (interior),stylish-tiling-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,54,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/stylish-tiling-interior.png,[],https://pokopiadex.com/items/stylish-tiling-interior,pokopiadex_items_in_collection,0980-stylish-tiling-interior.png,assets/pokopia_image_sources/item_portraits/0980-stylish-tiling-interior.png,https://pokopiadex.com/images/items/item_ui/stylish-tiling-interior.png,image/png,44232,d5bf97a6fde2053937ea9cd45567094cf319f76481619b00a679ed5930ededdf,ok,
0981,placeable_item,2081,Brick flooring (interior),brick-flooring-interior,"Wallpaper that can be used in larger houses. You can appliy it to walls, floors and even ceilings",Other,[],[],,in-collection,,other_order,55,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick-flooring-interior.png,[],https://pokopiadex.com/items/brick-flooring-interior,pokopiadex_items_in_collection,0981-brick-flooring-interior.png,assets/pokopia_image_sources/item_portraits/0981-brick-flooring-interior.png,https://pokopiadex.com/images/items/item_ui/brick-flooring-interior.png,image/png,42571,c598e6b53d930b079d6f039160eab82565d95bae71bf53cfc38240bea925ec43,ok,
