编号	哈希值	中文名	日文名	英文名	图标	分类	标签	获得方式	交易价值	喜欢的类别
607	96d56841fc1fa1aa222e6473158b6ae5	铁梯子	鉄のはしご	Iron ladder	607	建筑			200	金属的
608	d7cbd51ecfab563f234b301ba7e348fe	钢丝	ワイヤー	Wire	608	建筑			30	细长的
609	18e30b5ef765f1fa901df1e430227230	锁链	くさり	Metal chain	609	建筑			200	金属的|细长的
610	4891ef560ec536dadf9e90cd07e6293e	绳子	ロープ	Rope	610	建筑			20	细长的
611	440d113f1c26f2a248f644cf734d4518	滑轮	かっしゃ	Pulley	611	建筑			200	
612	5c563b4c47ff7772ba9a871b3192bc81	木仓门	木のクロスドア	Rustic door	612	建筑			100	
613	cc90e23bfdc447ba661b7159a39123e9	简约门	シンプルなドア	Simple door	613	建筑			300	
614	a98f20bdf88bcfd74dfe75f5f2bb2043	船舱门	ふねのドア	Boat door	614	建筑			100	
615	2692819257b6d093d2cea5826b4c6c2a	摩登门	モダンなドア	Modern door	615	建筑			300	有玻璃的
616	8d6da7f15151424448e36c6561747377	时尚门	スタイリッシュなドア	Stylish door	616	建筑			300	
617	76d37ef3acf3ea3f82ac92d5117a83f9	简素门	スマートなドア	Brainy door	617	建筑			300	
618	1c9d1abdf3ad133a24fda9d32e9d40f6	铁门	鉄のドア	Iron door	618	建筑			200	金属的
619	27d4f3167b148c8f5354be7eeea8431d	大木门	おおきな木のドア	Large wooden door	619	建筑			100	
620	5a56736987ef15dc824640ae971b0787	自动门	自動ドア	Automatic doors	620	建筑			300	
621	daaafb95d8b7d6484c2aa1c7a5ad7fb3	卷帘门	シャッター	Shutter	621	建筑			300	
622	8e65944cbcf9d995392bc9f46be62fce	木栅门	木のさくのトビラ	Wooden gate	622	建筑			100	
623	db1e4a6d5a665afba66e38ab1812e523	双开弹簧门	もんトビラ	Swinging doors	623	建筑			100	
624	a03afb1f8df13851fae3ade1a399a23a	金属栅门	メタルなさくのトビラ	Iron gate	624	建筑			200	金属的
625	fae409c84bf5a28ca7637964b312b0b4	简约窗帘（左）	シンプルカーテン・ひだり	Simple curtain (left)	625	建筑			100	
626	aa00733637795b76855ce155ac505b98	简约窗帘（右）	シンプルカーテン・みぎ	Simple curtain (right)	626	建筑			100	
627	35021ead4bebe96b1eee5b3b860d3459	掀盖窗	フタつき窓	Hatch window	627	建筑			100	
628	01360a489d2a2c1439821083d71ab8df	掀盖窗（地面）	フタつき窓・じめん	Underground hatch	628	建筑			50	
629	0435e99ab0a18a211af4b67f96422857	玻璃窗	ガラス窓	Glass window	629	建筑			50	有玻璃的
630	93dcf946068a6fee5c2edcd48b5bf36b	带框玻璃	フレームガラス	Window pane	630	建筑			50	有玻璃的
631	415358d45724e7849e05e16185af0f7a	彩色玻璃（上）	ステンドグラス・うえ	Stained-glass window (upper)	631	建筑				
632	de01ec67f4453c91a6000dd7980b1afa	彩色玻璃（中）	ステンドグラス・まんなか	Stained-glass window (middle)	632	建筑			20	有玻璃的
633	ee8449c906b578fe4d7bd74b9ef943df	彩色玻璃（下）	ステンドグラス・した	Stained-glass window (lower)	633	建筑			20	有玻璃的
634	882e1f6bc92125287b0ef9f2b43ee888	提拉窗	あげさげ窓	Sash window	634	建筑			20	有玻璃的
635	03a2605229c8eb398578c109654da154	斜斜屋瓦	ななめのやねがわら	Sloped tiled roof	635	建筑			50	
636	dae2f2c10557766ac67d61c82d9fa9ba	凸凸屋瓦	でっぱりのやねがわら	Tiled hipped roof	636	建筑			20	
637	431bd76e792a0d4e6c12fa4a1047bf6b	凹凹屋瓦	ひっこみのやねがわら	Tiled roof valley	637	建筑			20	
638	5cd7cd8a2e88262b546f2823f49c346b	水平屋瓦	たいらなやねがわら	Flat tiled roof	638	建筑			20	
639	cca7490937b0dba9011033902a4f60c6	屋瓦装饰	やねがわらのかざり	Tiled roof decoration	639	建筑			20	
640	eae48a7ede4b8532f322b922e678c815	鲤鱼王屋瓦	コイキングのやねがわら	Magikarp decoration	640	建筑			20	
641	d82f30deb213c6a7b1154956c492ef71	凸凸石头屋顶	でっぱりのいしやね	Stone hipped roof	641	建筑			20	坚硬的|石制的
642	2afb6491b0a54be8c00d73116157cfcb	斜斜石头屋顶	ななめのいしやね	Sloped stone roof	642	建筑			20	
643	6c9f2848d1426a9446d326c194f1760c	天窗	てん窓	Skylight	643	建筑			20	
644	e8761d76455c9425e218b2d3a403c7fa	凹凹石头屋顶	ひっこみのいしやね	Stone roof valley	644	建筑			20	坚硬的|石制的
645	48d40519f38e0ae6d93997762153f5ea	水平石头屋顶	たいらないしやね	Flat stone roof	645	建筑			20	
646	61aa5bd51f5a7114b90becd51c262d0d	石头屋顶的装饰	いしやねのかざり	Stone roof decoration	646	建筑			20	坚硬的|石制的
647	d3753e9a1780e126466c832219a95d40	斜斜屋顶砖	ななめのやねレンガ	Pitched brick roof	647	建筑			20	
648	871917f9bd0244d646d29de8afbfc73a	三角屋顶砖	さんかくのやねレンガ	Dormered brick roof	648	建筑			10	
649	e7249dc2f9b18935e8599afacd7e916a	凸凸屋顶砖	でっぱりのやねレンガ	Brick hipped roof	649	建筑			10	
650	839e415ef212e43a45647c3057349c28	凹凹屋顶砖	ひっこみのやねレンガ	Brick roof valley	650	建筑			10	
651	051de326278d92891f978f1cb1273b67	水平屋顶砖	たいらのやねレンガ	Flat brick roof	651	建筑			10	
652	11d29accd45ce1a8b0b45708675ce3ed	屋顶装饰	やねのかざり	Brick roof decoration	652	建筑				
653	1a061ed9591734189647f04981a7c290	斜斜棚顶	ななめのテントやね	Sloped tent roof	653	建筑			20	
654	8dcba1dd06adb027e194da8bed08bbdb	凸凸棚顶	デッパリのテントやね	Tent hipped roof	654	建筑			20	
655	a3fc0162001eb18046c358d02429d41e	凹凹棚顶	ひっこみのテントやね	Tent roof valley	655	建筑			20	
656	0d73cf643605351204cd5a69badb0baf	水平棚顶	たいらなテントやね	Flat tent roof	656	建筑			20	
657	a85001c80bc0b2990b06fdda0d15b422	光滑遮阳棚	ツルツルのひよけ	Glossy awning	657	建筑			20	
658	576bfb8fe19263c6180b01ae7798e292	凹凸板	デコボコいた	Corrugated metal	658	建筑	道路		100	金属的
659	fa0eef8a9e2ddc133daded5294e06af6	凸凸墻	でっぱりカベ	Protruding wall	659	建筑			50	
660	8bb563adf0a420c39b92967b67fc4bcf	扇形屋顶	おうぎやね	Curved eave	660	建筑			300	
661	8d37c7012d20a4bc8282a9b003c58687	木栏杆	木のさく	Wooden fencing	661	建筑			10	
662	e5e7cf41e07dd717635c6b0e0ac24d22	木围栏	木のかこい	Wooden enclosure	662	建筑			20	
663	4cc4648a967b485ee85ab39c4f544007	铁围栏	鉄のかこい	Iron enclosure	663	建筑			20	
664	52b940e49a93b02532dbe15ac58733c7	金属栏杆	メタルなさく	Metal fencing	664	建筑			20	
665	d48af28917f70a51db7fd0752e644dc5	石头栏杆	いしのさく	Stone fencing	665	建筑			20	
666	c8dfb76ccf94cc784961e8bc9c82bd3d	船用栏杆	ふねのさく	Boat railing	666	建筑			10	
667	d7a16626fde106c54ea2d0770ce04287	木扶手	木のてすり	Wooden handrail	667	建筑			20	
668	ba1765e91c0721df5f9c65c296e2ea27	贴墻扶手	カベつけてすり	Handrail	668	建筑			10	
669	5ff80bc778181e342574214c62772a6b	港口桩	みなとのポール	Harbor pole	669	建筑			10	
670	267e0c1e1323eef317c99766f696d208	拱形护栏	アーチポール	Arched barrier	670	建筑			30	
671	64e9c3d6c123feca83b84c45fad313a7	拱形护栏（叶纹）	アーチポール・はっぱ	Arched barrier (leaf pattern)	671	建筑			500	
672	f3031d057c2dcf5660e25c204c35803d	木隔板（笔直）	木のしきり・まっすぐ	Wooden siding (panel)	672	建筑			10	
673	a3bf0d6627e95d96c698ec229f05ff65	木隔板（转角）	木のしきり・かど	Wooden siding (corner)	673	建筑			10	
674	27ff3d660444610a7a9ff4b66e94b159	木隔板（有缝）	木のすきましきり	Wooden posts	674	建筑			100	
675	d87a01cf1d24e6c1aff3defb3761c495	木屏风	木のついたて	Wooden partition	675	建筑			100	
676	151f68103d0564a96acee4712030f4b8	金属网墻	かなあみのカベ	Grate fencing	676	建筑			20	
677	50e66b7fc3c2609b24a6ee3a71cd4c86	木板路	木のみち	Wooden path	677	建筑	道路		10	
678	1799a75d4df6d97be1753a940bdb0750	踏脚石	ふみいし	Stepping stones	678	建筑	道路		30	
679	110759b4b5388ed494fab8a067220f63	栈桥	さんばし	Walkway	679	建筑	道路		20	
680	1a1cecd536fe5c0801c3c6afb03068f3	栈桥板	さんばしのいた	Bridge planks	680	建筑	道路		10	
681	01a3851e7e90ad15d2e297c3a6f4d46e	金属网地板	かなあみのゆか	Grate flooring	681	建筑	道路		20	
682	3f08493a81a439cfd6d0f1466b952180	混凝土盖	コンクリートのふた	Concrete slab	682	建筑	道路		20	
683	a3a36eca76368523a2de4f31ca73846e	脚手架板	鉄のあしば・いた	Iron-scaffold plank	683	建筑	道路		200	建设
684	8a884ff2e5b7c0e04f9fd4295581a196	脚手架	鉄のあしば	Iron scaffold	684	建筑	道路		200	建设
685	2f0cfa68934208d347e2ea4ba62cc9a4	拱桥	アーチのはし	Arch bridge	685	建筑			50	
686	4c0c15ca30bef19756606a56fed83755	围边木头（笔直）	木のふち・まっすぐ	Wooden border (line)	686	建筑			20	
687	84b2f784c8e6f862d2bcaab949ac05c6	围边木头（迷你）	木のふち・ミニ	Wooden border (single)	687	建筑			20	
688	9dc86386aa6493cac9459949ee4a735b	围边木头（转角）	木のふち・かど	Wooden border (corner)	688	建筑			20	
689	6cdf105dcb8f3b15dd173dcf5b2ff8cb	围边混凝土（笔直）	コンクリのふち・まっすぐ	Concrete border (line)	689	建筑			20	
690	e421372721784fd5dc0fc99e40703858	围边混凝土（迷你）	コンクリのふち・ミニ	Concrete border (single)	690	建筑			20	
691	a0058a8021470b5c4343a37b425c14af	围边混凝土（转角）	コンクリのふち・かど	Concrete border (corner)	691	建筑			20	
692	315ea6023e080356f87187f5b69fb504	围边砖块（笔直）	レンガのふち・まっすぐ	Brick border (line)	692	建筑			20	
693	4641403ba0288433225af030f157bcbf	围边砖块（迷你）	レンガのふち・ミニ	Brick border (single)	693	建筑			20	
694	9dc2cdcf1b9ffb49875d2597df67693d	围边砖块（转角）	レンガのふち・かど	Brick border (corner)	694	建筑			20	
695	13ffcb42584bd0cd049c280ca82ff075	横放圆木	ヨコまるた	Sideways log	695	建筑			10	
696	896f6e49057a166df7dba0c3e8b8f798	直立圆木	タテまるた	Upright log	696	建筑			10	
697	53123e1bf3346dcf4db4d22ba3f6e2c8	横放钢骨	ヨコてっこつ	Iron beam	697	建筑			10	
698	4dd7cb7ad15a693be96c8e9bf3599e8e	直立钢骨	タテてっこつ	Iron column	698	建筑			10	
699	38a405ce3545e556541930f9132c1185	铁柱	鉄のはしら	Iron pillar	699	建筑			20	
700	956d334e99f2e24854d057bffd24e20d	豪华柱子（上）	ごうかなはしら・うえ	Extravagant pillar (upper)	700	建筑			20	
701	ba8b8076f9bc88cf96ee59ee22b823fe	豪华柱子（中）	ごうかなはしら・まんなか	Extravagant pillar (middle)	701	建筑			20	
702	58c780df6e715c8fdcae980eae64f4c5	豪华柱子（下）	ごうかなはしら・した	Extravagant pillar (lower)	702	建筑			20	
703	d90ff8fa113e74f07673c23e76366ee6	圆形柱子（上）	まるいはしら・うえ	Round pillar (upper)	703	建筑			20	
704	edd8c9290a365faba3467fed04d789f4	圆形柱子（中）	まるいはしら・まんなか	Round pillar (middle)	704	建筑			20	
705	382f73e1c8070adc2b2ae2607edd22de	圆形柱子（下）	まるいはしら・した	Round pillar (lower)	705	建筑			20	
706	26f37517ffbe71d22479d29fbf88df70	房间隔板	いえのしきり	House partition	706	建筑			100	
707	59cb32118a577139a4452bb0ebe46865	简约柱子（1/4）	シンプルなはしら・1／4	Simple pillar quarter	707	建筑			200	
708	271262f609c197fea9b16f3e87faa162	水流柱子（1/4）	アクアなはしら・1／4	Water pillar quarter	708	建筑	装饰		200	有玻璃的|能感受水的|用于观赏的
709	3a0580947a2a88da8305ded65a801583	屋顶支撑	やねのささえ	Roof support	709	建筑			20	
710	241fee9d3df3b1089c02ae5b1463c0ff	铁管（横放）	鉄パイプ・よこ	Iron pipe (horizontal)	710	建筑			10	
711	2550307fc6e270d7d887a3895dc1b800	铁管（下弯）	鉄パイプ・したカーブ	Iron pipe (downward curve)	711	建筑			10	
712	7b550e4a45355f55d742a69f7f8c4e46	铁管（直立十字）	鉄パイプ・たてじゅうじ	Iron pipe (vertical cross)	712	建筑			10	
713	8a81be62fe8b394d640cc65faae5a07c	铁管（直立丁字）	鉄パイプ・たてTじ	Iron pipe (vertical T)	713	建筑			10	
714	4884baec226008bb0de8bd1242056d3e	铁管（直立）	鉄パイプ・たて	Iron pipe (vertical)	714	建筑			10	
715	3134f78939b9af077a97ba87b6d4b8cc	铁管（上弯）	鉄パイプ・うえカーブ	Iron pipe (upward curve)	715	建筑			10	
716	32f0dfdc819946720938f4cac45d840a	铁管（上丁字）	鉄パイプ・うえTじ	Iron pipe (upward T)	716	建筑			10	
717	82320a520a133330611c0d9f9e81ac4a	铁管（下丁字）	鉄パイプ・したTじ	Iron pipe (downward T)	717	建筑			10	
718	b5ba389ff4a75bf513d5edfb019c6584	铁管（横弯）	鉄パイプ・よこカーブ	Iron pipe (horizontal curve)	718	建筑			10	
719	ac4ac632bccfd1d0af7807fafa223de0	铁管（横放丁字）	鉄パイプ・よこTじ	Iron pipe (horizontal T)	719	建筑			10	
720	8d21a5653ae02c3606da0c6acffdb268	铁管（横放十字）	鉄パイプ・よこじゅうじ	Iron pipe (horizontal cross)	720	建筑			10	
721	2d93ad1763241ccf3e5dbe1a7a3aa7e8	木墻	木のカベ	Wooden Wall	721	方块			20	
722	e9bf9c62e99a872aabdea636236a539e	木墻（浅）	木のカベ・ライト	Light wooden wall	722	方块			20	
723	cc7ed7261073043f20f52e2bd6aecd15	油漆墻	ペンキぬりのカベ	Painted wall	723	方块			20	
724	2dd47a88fe92bf4d5c06453cc38a075a	灰泥墻	しっくいのカベ	Plaster wall	724	方块			20	
725	420e2ee699c6ae717a9978da1ed3ccbd	布墻	ぬののカベ	Cloth wall	725	方块			20	
726	4e3e1a0f784e5ccc1a5cf6625cd1509b	客房墻	きゃくしつのカベ	Guest-room wall	726	方块			20	
727	371dac1e541497de138cdc82bdff8938	星空墻	ほしぞらのカベ	Starry-sky wall	727	方块			20	
728	22dc5f0adb5e163bc8ded11915aecba9	皮革墻	レザーのカベ	Cushy wall	728	方块			20	
729	9fd582520b058a64b6733d49cd22dc21	摩登墻	モダンなカベ	Modern wall	729	方块			20	
730	b9b545ca69e7e27b9f9d8e09760d2944	碎砖墙	0	Broken-tiling wall	730	方块			20	
731	60486511e31d23be67a77c7dee117135	石砌墻	いしづみのかべ	Cobblestone wall	731	方块			20	
732	aa5163e8cbf2a37ff41ae189480d1c06	砖块墻	レンガのカベ	Brick wall	732	方块			20	
733	1c1e5c3290c9473a99e950ad94c6eb76	石砖墙	いしレンガのカベ	Stone brick wall	733	方块			20	坚硬的|石制的
734	c3259384bac1b876f20ea16bd30aef89	古旧石墙	ふるびたいしカベ	Aged-stone wall	734	方块			20	
735	0ff135fb2d56b6a732fb3105a9c9287c	古旧石墙（花纹）	ふるびたいしカベ・がら	Patterned aged-stone wall	735	方块			20	
736	ad1fcbb64f7a1b2619b462cd959f1213	未粉刷的墙	うちっぱなしのカベ	Concrete wall	736	方块			20	
737	e8e1a55156e7557560fb19ef3e4b0503	粗粗墙	ざらざらカベ	Rough wall	737	方块			20	
738	8ef9830c84ae6212056978df0235c87e	竖纹墙	たてラインのかべ	Striped wall	738	方块			20	
739	0b804efe4107fa3694d3927d3364ff66	青铜墙	ブロンズのカベ	Bronze wall	739	方块			20	
740	6df8438723426dcb10bcaf0235d5a667	时髦青铜墙	おしゃれなブロンズのカベ	Stylish Bronze wall	740	方块			20	
741	5f60d3bd67cd3df4f9f3d33a372632e3	铁墙	てつのカベ	Iron wall	741	方块			20	金属的
742	902a1a117197382b9b065b690fd28d69	时髦铁墙	おしゃれなてつのカベ	Stylish iron wall	742	方块			20	
743	f83626c63bf41f0c726b965af396332a	黄金墙	おうごんのカベ	Gold wall	743	方块			20	
744	10771f03c76659a6642b40847bc4af5c	时髦黄金墙	おしゃれなおうごんのカベ	Stylish gold wall	744	方块			20	
745	baa8b3a4c2b4f5be97c7b3cb0f2d5d8c	水晶墙	クリスタルのカベ	Crystal wall	745	方块			20	
746	46af4eda2a9320fd797e7803d15d2f2d	精灵球墙	モンスターボールのカベ	Poké Ball Wall	746	方块			20	
747	04a18aaa1655eb43dec953b8f3e73bf8	危险地带墙	キケンちたいのカベ	Warning wall	747	方块			20	
748	e101afa83e05b08b1b8769fec23ca867	时髦墙（上）	おしゃれカベ・うえ	Stylish wall (upper)	748	方块			20	
749	d1be32449509687fc4e90e93d5178294	时髦墙（中）	おしゃれカベ・まんなか	Stylish wall (middle)	749	方块			20	
750	6016e490e65ab3c752da19ebe0e56cfb	时髦墙（下）	おしゃれカベ・した	Stylish wall (lower)	750	方块			20	
751	2d45cbfd74a2654bcf8a27fcb31f9055	古董墙（上）	アンティークなカベ・うえ	Antique wall (upper)	751	方块			20	
752	d2b5ef1b9d2ab41f2aee8e38e2a53e5c	古董墙（中）	アンティークなカベ・なか	Antique wall (middle)	752	方块			20	
753	13fb557e743015f07c270be7a6e5a380	古董墙（下）	アンティークなカベ・した	Antique wall (lower)	753	方块			20	
754	15c47496a94ac1ae2b3946eb16647efd	浅色古董墙（上）	ライトアンティークカベ・うえ	Light antique wall (upper)	754	方块			20	
755	d20311ec40b423760190efdfdcbef486	浅色古董墙（中）	ライトアンティークカベ・なか	Light antique wall (middle)	755	方块			20	
756	33e171a341ab70f1e06f273d1a33a154	浅色古董墙（下）	ライトアンティークカベ・した	Light antique wall (lower)	756	方块			20	
757	7473a668092ffe688964f2b3378ddb66	木头柱（上）	木のはしら・うえ	Wooden pillar (upper)	757	方块			20	
758	81a97a52421ebfa2940ce48df5f2450d	木头柱（中）	木のはしら・まんなか	Wooden pillar (middle)	758	方块			20	
759	ddf6a54cdb1a6f4f2851dcbc229e8aee	木头柱（下）	木のはしら・した	Wooden pillar (lower)	759	方块			20	
760	be1e500c91b534afe5eaa855152f4b30	时髦砖块（上）	おしゃれレンガ・うえ	Stylish brick wall (upper)	760	方块			20	
761	8a3ef8e3c5cff748615efb6ab4e56c2f	时髦砖块（中）	おしゃれレンガ・まんなか	Stylish brick wall (middle)	761	方块			20	
762	57b00c713dc5d73ff6e8beb8c2d78467	时髦砖块（下）	おしゃれレンガ・した	Stylish brick wall (lower)	762	方块			20	
763	86eb7e499e27903a05c1043bb1c7b7ce	石柱（上）	いしのはしら・うえ	Stone pillar (upper)	763	方块			20	坚硬的|石制的
764	1568d6757df151a57082d64cb65648f1	石柱（中）	いしのはしら・まんなか	Stone pillar (middle)	764	方块			20	坚硬的|石制的
765	f275a289f399b5f854139a83c9c81648	石柱（下）	いしのはしら・した	Stone pillar (lower)	765	方块			20	坚硬的|石制的
766	caada558f78bf6797fca25e8d0b5ddff	新潮墙（上）	ポップなカベ・うえ	Pop art wall (upper)	766	方块			20	
767	afd56dfb432f25b2cb543e1522e0e956	新潮墙（中）	ポップなカベ・まんなか	Pop art wall (middle)	767	方块			20	
768	92bf8a6084b38b3f4d0bea006e5594e7	新潮墙（下）	ポップなカベ・した	Pop art wall (lower)	768	方块			20	
769	63bc00c52cbb25e3b55ba892deefd223	甜点墙（上）	スイーツなカベ・うえ	Confectionery wall (upper)	769	方块			20	
770	7bd98984a190a84ea63f684145fda738	甜点墙（中）	スイーツなカベ・まんなか	Confectionery wall (middle)	770	方块			20	
771	ae1b59011f5d617fb5d405f7580a3ddf	甜点墙（下）	スイーツなカベ・した	Confectionery wall (lower)	771	方块			20	
772	5a3ee9d1418f7325656b50a16c7a0954	宝可梦中心的墙（上）	ポケセンのカベ・した	Pokémon Center wall (upper)	772	方块			20	
773	6f2610446f796d6f0510520d1a16f815	宝可梦中心的墙（中）	ポケセンのカベ・ふち	Pokémon Center wall (middle)	773	方块			20	
774	f6ba8257afce484d430a3162e0c6e9ca	宝可梦中心的墙（下）	ポケセンのカベ・うえ	Pokémon Center wall (lower)	774	方块			20	
775	cd8bdaa48fdc73606416f2389b8dccb9	宝可梦中心的墙（边）	ポケセンのカベ・まんなか	Pokémon Center wall (trim)	775	方块			20	
776	47c72284cfc0be134f8dc0dca830165f	木地板	木のゆか	Wooden flooring	776	方块	道路		10	
777	7d6a47644c3d56633f6753aba22e0d9f	斜斜木地板	ななめの木のゆか	Diagonal wooden flooring	777	方块	道路		10	
778	c9302d82ef8973d37e2868e8905b4321	拼木地板	タテヨコの木のゆか	Crisscross wooden flooring	778	方块	道路			
779	56ae4269abfc3e081112c43a7c513403	实木地板	实木のゆか	Hardwood flooring	779	方块	道路			
780	aefd7e6e8e82bcb85fcac9f15b985b3e	摩登地毯	モダンなカーペット	Modern carpeting	780	方块	道路			
781	77965da868629d7f646d1335a047c6ea	拼接式地毯	タイルカーペット	Woven carpeting	781	方块	道路		20	
782	cac30df7ccda1a74d508496c239f2451	棉花地板	わたのゆか	Fluffy flooring	782	方块	道路			
783	7e424e2dfe8636868b3dac6c8fb79643	软绵绵地毯	フカフカじゅうたん	Soft carpeting	783	方块	道路		20	
784	9c1ed1b186adb33c983f85decf6babcf	豪华地毯	ごうかなじゅうたん	Extravagant carpeting	784	方块	道路			
785	aa8810fd136fd74ddf37f1a15f904627	榻榻米	たたみ	Tatami mat	785	方块	道路			
786	a41d990845b938cce9c95041bb177e4d	毛毡垫子	フェルトマット	Felt mat	786	方块	道路			
787	4625ae8a17683714a9b596053cfd2689	木纹绵绵柱	木のフカフカはしら	Puffy-tree Pillar	787	方块	道路			
788	8cd84a700b68e46556c671e8f80a62a6	草皮地板	しばふのゆか	Grass flooring	788	方块	道路			
789	f95aa7933b08b5275cd9facbeef48101	简约地板	シンプルなゆか	Simple flooring	789	方块	道路			
790	e81576874e08168741b020b40fd6ca9d	大理石	だいりせき	Marble	790	方块	道路			
791	61312924c1c8253793a03f114fa8daf5	石头地板	いしのゆか	Stone flooring	791	方块	道路		10	坚硬的|石制的
792	ed3e8d817f6fd0deb01a32cb8e6a2b0d	石头直纹地板	いしラインのゆか	Lined-stone flooring	792	方块	道路			
793	34011e1295e6f96249eae7ac94dc84e3	大理石地板（深）	だいりせきのゆか・ダーク	Dark marble flooring	793	方块	道路			
794	6086cc8e8ddc8ef2ef4aa52ddfb83862	大理石地板（浅）	だいりせきのゆか・ライト	Light marble flooring	794	方块	道路		20	
795	23442da34f44886bc575db0c447379eb	古旧石地板	ふるびたいしゆか	Aged-stone flooring	795	方块	道路			
796	9c9dfda51a7830362cf086ebe8d80bf5	简约方形砖	シンプルしかくタイル	Simple square tiling	796	方块	道路			
797	a01ce621b2df48c5e86cb763d856fb8a	时髦砖	おしゃれタイル	Stylish tiling	797	方块	道路		10	
798	637702e1a52b2d0223a1cda0a334f0c6	六角形地板	ろっかくけいのゆか	Hexagonal flooring	798	方块	道路		20	
799	f9897c0ef8e47b85f089e3c1377a449a	商店地板	ショップのゆか	Shop flooring	799	方块	道路			
800	129ed347f09956fab0c97a8300aa992e	三角花纹地板	さんかくもようのゆか	Triangle-design flooring	800	方块	道路		20	
801	88d68f3194383baeab4d4f107995d003	铁皮地板	てっぱんのゆか	Iron-plate flooring	801	方块	道路		20	金属的
802	adf86023b010c23fda96ed59e62aa502	铁砖	てつのタイル	Iron tiling	802	方块	道路		20	
803	06fd04ae2fc32554315d5b4c022574d5	霓虹地板	ネオンなゆか	Neon flooring	803	方块	道路		20	
804	8ddad16af7c38b9acf704ed94ab2f350	赛博地板	サイバーなゆか	Cyber flooring	804	方块	道路		20	
805	bfd88da7f25c3784083ee7d23099bc45	拱形砖	アーチタイル	Arched tiling	805	方块	道路			
806	dabb04b47a0c5406f9c6a86e5d0e3dbf	石头砖	いしのタイル	Stone tiling	806	方块	道路			坚硬的|石制的
807	01f3ee8336a5006edfa39f654d1e086e	方形砖	しかくタイル	Square tiling	807	方块	道路		20	
808	157705d0641d4c206e065530da45d07b	马赛克砖	モザイクタイル	Mosaic tiling	808	方块	道路			
809	6d2096f50753b82a38c6ba1e2bd006ca	砖块地板	レンガのゆか	Brick flooring	809	方块	道路			
810	c73d7acb102f09152449966a25a81293	时髦石地板	おしゃれゆかいし	Stylish stone flooring	810	方块	道路			
811	31974d13c9ff7f577a908093ea504ae5	鳞纹砖	うろこタイル	Fish-scale tiling	811	方块	道路			
812	932c0840423aca813428a04dcb464a5f	柏油路	アスファルトのみち	Asphalt road	812	方块	道路			
813	98ffe4ae220d6b08b26f3055604985b0	白线道路（横线）	はくせんのみち・よこ	Marked road (horizontal)	813	方块	道路			
814	ac4578db6d075777245cba8069a76b68	白线道路（竖线）	はくせんのみち・たて	Marked road (vertical)	814	方块	道路			
815	661c9c967d84eacbaa3f948edae4705a	灰色圆点地板	グレーなマルのゆか	Gray circle flooring	815	方块	道路			
816	e98c7bee7777ddaceb3bb4ef3fdacefb	稻草堆	つみあげわら	Hay pile	816	方块			10	
817	087dd5a2b7bd7fb590323f1d3a53711a	铁板	てっぱん	Iron plating	817	方块			10	
818	830734f3e4fa84aa96808f066dc71598	发光方块	フェルトマット	Cube light	818	方块			10	
819	66323c76f6172d892b73ea3964dcbe12	房屋地基	いえのどだい	Foundation	819	方块			10	
820	ac21a3bb348ac3dfd34fc01fb6bbf843	堤防	ていぼう	Levee	820	方块			10	
821	6f1b6c06a90c8a16a3106647af8cd71e	废料块	スクラップ	Scrap cube	821	方块			10	
822	44f153b065d0d91d83590c8a01f8cc07	圆点花纹	みずたまもよう	Polka-dot print	822	方块			10	
823	c9a7f03e8369172a6c500eb2f1818948	泡泡花纹	シャボンのもよう	Bubble print	823	方块			10	
824	c008d45129630acc6d72629f8b39ee09	竖条纹	たてストライプ	Vertical-stripe print	824	方块			10	
825	c84fee954f93d0c0fe3503f2794cae4e	横条纹	よこストライプ	Horizontal-stripe print	825	方块				
826	9b7186f91ce6e582d88e334cd770cbe3	白色方格纹	ギンガムチェック	Gingham print	826	方块			10	
827	6510b9e18cc10f65e521715a655091c2	多色方格纹	タータンチェック	Tartan print	827	方块			10	
828	9d413959060f17881b7461fc1dce3c7d	菱格纹	アーガイルチェック	Argyle print	828	方块			10	
829	7b6f9be3c3af76df2c3e59b2d06d20b6	千鸟格纹	ちどりごうし	Houndstooth print	829	方块			10	
830	c366348d6e170dcb004534b8f3782060	蔓草花纹	からくさもよう	Vine print	830	方块			10	
831	5f79bd092f7c747e18d6d4f3cd3281f5	漩涡花纹	0	Swirl print	831	方块			10	
832	7425e7dd04692813361b0230d016fb12	冬天花纹	ふゆのもよう	Winter print	832	方块			10	
833	2df2669a7f396c1532cc8905d510cb08	锯齿花纹	ギザギザもよう	Zig-zag print	833	方块			10	
834	32fab1872931cc9bbb7d58eb7c1a85dc	叶子花纹	はっぱもよう	Leaf print	834	方块			10	
835	3014700d63215e1a08836ab6475de20f	花朵花纹	はなもよう	Flower print	835	方块				
836	f5178e9afaa2fd0891ebc8f4e94eb22e	星星花纹	ほしのもよう	Star print	836	方块			10	
837	44e70c401f12b2242965919b0d6810c1	咖喱花纹	カレーもよう	Curry print	837	方块			10	
838	3546faaf2e3f5d26241e5171210e7530	树果花纹	きのみのもよう	Berry print	838	方块			10	很像食物的|能感受自然的
839	76353d0818e0388d12d09d4f6c291287	精灵球花纹	ボールもよう	Poké Ball print	839	方块			10	
840	301357ef97ba1cb44088b3b0d879b6d2	时髦精灵球花纹	おしゃれボールもよう	Stylish Poké Ball print	840	方块			10	
